episodio,recompensa_total,pasos,epsilon,q_values_mean,td_errors_mean
261,-62.750000920146704,1600,0.7701033194240898,1.7970316586108177,0.06641934801373359
262,-8.15000007301569,1600,0.7693332161046658,2.3280315560533027,0.017718903949226476
263,-80.200001206249,1600,0.7685638828885611,2.329771570931561,0.07737384615504729
264,-16.550000224262476,1600,0.7677953190056725,2.345177802072889,0.024055171550848756
265,-77.25000109151006,1600,0.7670275236866668,2.0500464321744873,0.07146661668751991
266,-2.9000000208616257,1600,0.7662604961629802,2.37288338521656,0.008002698336121116
267,-20.15000033378601,1600,0.7654942356668172,1.7636275026854475,0.02654414393471814
268,-60.65000084415078,1600,0.7647287414311503,2.3848447203700127,0.03152500252302391
269,0.0,1600,0.7639640126897191,2.105958539454286,0.007152477610574799
270,-28.80000040307641,1600,0.7632000486770294,1.8486739091385849,0.011578117393840452
271,-48.600000739097595,1600,0.7624368486283524,1.9133481666737298,0.051849656954360876
272,-27.150000400841236,1600,0.7616744117797241,1.8384788474676343,0.014674317018800058
273,-17.100000251084566,1600,0.7609127373679443,1.820207223154503,0.023299414595827118
274,-1.0,1600,0.7601518246305764,1.8221245901954235,0.007283442262060035
275,0.0,1600,0.7593916728059458,2.3969254506972293,0.009809993465523562
276,0.0,1600,0.7586322811331399,1.8523798569668168,0.00694416461556216
277,-24.100000351667404,1600,0.7578736488520067,1.8077114650882917,0.028723818321958937
278,-17.050000216811895,1600,0.7571157752031547,2.0204334774341923,0.017738642119416868
279,-32.40000046044588,1600,0.7563586594279514,2.3611005095578452,0.017996569769800644
280,-36.400000516325235,1600,0.7556023007685235,2.2586145714987316,0.028233418487184924
281,-85.50000128149986,1600,0.754846698467755,2.3763838394870085,0.04987165451896297
282,-99.25000148266554,1600,0.7540918517692873,1.9518638635249788,0.06604782329774408
283,-6.400000087916851,1600,0.753337759917518,2.389181929328833,0.010098406632040749
284,-1.0,1600,0.7525844221576005,1.910940244389751,0.0075187141659454945
285,-15.850000236183405,1600,0.7518318377354428,2.3877925413256573,0.02366800717524209
286,-1.0500000081956387,1600,0.7510800058977074,2.3402138340853957,0.010183092009596719
287,-2.0,1600,0.7503289258918097,2.17714255155356,0.008450897594961914
288,-6.100000042468309,1600,0.7495785969659179,2.2275372731765812,0.014922668005050047
289,-19.3000002540648,1600,0.748829018368952,2.0592564050758893,0.01748797039325762
290,-71.55000104382634,1600,0.7480801893505831,2.421420537263397,0.05066075730963634
291,-86.55000128224492,1600,0.7473321091612325,2.3857519040031576,0.07602166307654801
292,-128.4000019170344,1600,0.7465847770520713,2.2986752103058286,0.0895146354648414
293,-91.10000136122108,1600,0.7458381922750192,2.5394019016308937,0.05857929201084706
294,-115.60000156983733,1600,0.7450923540827442,2.350507989474434,0.09193633748006315
295,-71.80000100284815,1600,0.7443472617286615,2.5502750824323037,0.06297032043496455
296,-100.90000145882368,1600,0.7436029144669328,2.578183639208599,0.07751775870612329
297,-117.55000169575214,1600,0.7428593115524659,2.360560436880611,0.0801713440831375
298,-43.200000643730164,1600,0.7421164522409134,2.0048217559893016,0.046444468025681314
299,-109.40000154823065,1600,0.7413743357886725,2.1879689569370115,0.08090942220739067
300,-125.65000182390213,1600,0.7406329614528838,2.417630441201507,0.09376830916691706
301,-100.20000147074461,1600,0.7398923284914309,2.6098136324186623,0.0816986807985283
302,-89.10000129789114,1600,0.7391524361629395,2.4290833351056107,0.07924885461763967
303,-43.25000063329935,1600,0.7384132837267765,2.6856612320051476,0.023129200460765886
304,-117.15000170841813,1600,0.7376748704430497,2.734538960560802,0.0791372915294869
305,-112.00000166893005,1600,0.7369371955726066,2.7360980266354447,0.09441186444697425
306,-124.00000186637044,1600,0.736200258377034,2.5244050199422254,0.08827743464572534
307,-101.6500015296042,1600,0.7354640581186569,2.581285734719049,0.09181106090113018
308,-110.5000016503036,1600,0.7347285940605383,2.5793130608921637,0.08685781467503653
309,-62.45000087097287,1600,0.7339938654664777,2.6499080844425538,0.06807485582229876
310,-116.85000171884894,1600,0.7332598716010112,2.3658633264016933,0.09006251723292798
311,-83.55000123754144,1600,0.7325266117294102,2.7800836612238538,0.06784889104202199
312,2.0,1600,0.7317940851176808,2.569038586999713,0.010057276116716281
313,-13.250000234693289,1600,0.7310622910325631,2.1959034977002103,0.02396782332292183
314,2.0,1600,0.7303312287415306,2.620668341283032,0.010141830587844156
